Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-October-2023,121.05,121.25,118.95,119.15,119.419537149141858982,1298388,18007,155052894.00,500260,38.53,2.30,-1.90
27-October-2023,120.30,121.65,119.50,119.90,120.289797381964535720,2041378,25368,245556946.00,744625,36.48,2.15,-0.40
26-October-2023,121.20,121.20,118.85,119.90,119.773865108402713840,2743566,29883,328607504.00,1229780,44.82,2.35,-1.30
25-October-2023,120.50,122.80,120.50,121.35,121.799567275840532747,2107116,24881,256645817.00,813933,38.63,2.30,0.85
23-October-2023,123.65,123.65,119.70,120.00,121.164857470241136151,2554449,33480,309509449.00,1159279,45.38,3.95,-3.65
20-October-2023,125.10,125.75,122.80,123.10,124.056088781888532615,1689714,16079,209619310.00,548444,32.46,2.95,-2.00
19-October-2023,125.75,126.45,124.35,125.90,125.310516209061998979,1703399,17742,213453808.00,523943,30.76,2.10,0.15
18-October-2023,128.25,128.75,126.65,127.10,127.468635135903431359,1108103,13631,141248377.00,290294,26.20,2.10,-1.15
17-October-2023,127.80,128.55,127.05,127.35,127.806704962889980252,2368902,18318,302761559.00,1281316,54.09,1.50,-0.45
16-October-2023,125.10,127.25,125.00,127.00,126.623051592085806031,1537794,10024,194720169.00,644893,41.94,2.25,1.90
13-October-2023,125.25,125.75,124.20,125.00,124.948323864921585601,1304161,14711,162952731.00,298531,22.89,1.55,-0.25
12-October-2023,125.85,126.90,125.15,125.85,126.115158953332820407,1611668,14024,203255766.00,667316,41.41,1.75,0.00
11-October-2023,126.00,126.35,124.75,124.95,125.593771463035962669,1386104,12814,174086029.00,308748,22.27,1.60,-1.05
10-October-2023,124.35,125.90,123.75,125.25,124.780576687009958159,1611342,10435,201064184.00,430624,26.72,2.15,0.90
9-October-2023,124.65,124.85,122.50,123.80,123.769114970618008875,2218706,27232,274607278.00,1237141,55.76,2.35,-0.85
6-October-2023,126.15,127.00,125.10,125.90,125.881748026923461163,1711667,19524,215467634.00,587488,34.32,1.90,-0.25
5-October-2023,126.45,126.45,124.50,125.25,125.315719832663325669,1603713,20265,200970449.00,609835,38.03,1.95,-1.20
4-October-2023,127.70,127.70,124.55,125.30,125.652154571777848131,1730924,18426,217494330.00,583133,33.69,3.15,-2.40
3-October-2023,129.00,129.00,127.25,128.00,127.810772107799283782,1892443,22000,241874601.00,576978,30.49,1.75,-1.00
29-September-2023,128.05,129.60,127.60,129.00,128.610819638329836172,1949677,13891,250749557.00,454154,23.29,2.00,0.95
28-September-2023,128.45,129.35,126.30,126.75,127.935531317245535821,1838412,21343,235198216.00,563095,30.63,3.05,-1.70
27-September-2023,128.95,128.95,126.70,128.15,127.756625148264000021,1487212,18149,190001186.00,435331,29.27,2.25,-0.80
26-September-2023,129.70,130.55,128.50,128.85,129.587358844755708963,2398246,21056,310782365.00,537815,22.43,2.05,-0.85
25-September-2023,127.05,128.30,126.15,127.35,127.288492197729807245,1235666,11419,157286062.00,409007,33.10,2.15,0.30
22-September-2023,127.25,128.65,125.50,126.70,127.048598248330451266,2211376,21999,280952221.00,724573,32.77,3.15,-0.55
21-September-2023,128.30,129.25,127.25,127.80,128.164823367891626439,2224454,22948,285096754.00,730936,32.86,2.00,-0.50
20-September-2023,130.45,131.80,128.00,128.30,129.683064438648193039,3507631,29452,454880337.00,1381079,39.37,3.80,-2.15
18-September-2023,134.75,134.85,130.10,130.45,131.832142884715228413,4144936,35627,546435795.00,1668029,40.24,4.75,-4.30
15-September-2023,132.80,133.30,129.90,132.05,131.340410218801565041,2050808,13761,269353964.00,630582,30.75,3.40,-0.75
14-September-2023,131.00,134.25,130.65,131.65,132.325898769828800204,2577690,17432,341095146.00,703660,27.30,3.60,0.65
13-September-2023,129.80,130.45,127.75,129.50,129.216999775639351013,1301476,12398,168172824.00,462363,35.53,2.70,-0.30
12-September-2023,132.65,133.20,128.65,128.85,130.151151210378671544,1808401,13517,235365472.00,589568,32.60,4.55,-3.80
11-September-2023,129.50,131.85,129.20,131.05,130.671171869214278886,3065197,24809,400532884.00,1717125,56.02,2.65,1.55
8-September-2023,131.15,131.60,129.20,129.55,130.283388859323942470,2316933,21492,301857883.00,911983,39.36,2.40,-1.60
7-September-2023,129.85,130.80,128.60,130.15,129.905120277866091852,1129177,11552,146685874.00,287485,25.46,2.20,0.30
